,id,brand,name,year,cpu_rank,cpu,ram,disk,is_rtx,gpu,gpu_memory,price,disk_detail,weight,weight_type,battery,battery_life,screen_size,has_camere,keyboard_haslight,keyboard,video_type,thin_type,business_type,game_type,is_apple,description,link,img_src
128,128,DELL,戴尔灵越 15 Ins,2019,5,Intel 酷睿i5 9300H,8,256GB,0,NVIDIA GeForce GTX 1050,3,4999,M.2 PCIe NVMe,1.87Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,防泼溅背光键盘，配备10键数字小键盘,1,0,0,0,0,"影音娱乐本,创意设计PC,",http://detail.zol.com.cn/1275/1274985/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/02/05/ChMlWVziUsqIXR2BAAD3oiBscLkAAKDAAGNuekAAPe6624.jpg
129,129,MACHENIKE,机械师T58-V荣耀版,2019,7,Intel 酷睿i7 9750H,32,512GB+2T,0,NVIDIA GeForce GTX 1650,4,6499,混合硬盘（倍音速固态+HDD）,2.5Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,多彩背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1268/1267810/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/09/00/ChMlWVy1OkGIcPdfAAFmxrWkUM0AAJeBwNOt6wAAWbe077.jpg
130,130,Acer,Acer 暗影骑士4,2019,5,Intel 酷睿i5 9300H,8,512GB,0,NVIDIA GeForce GTX 1650,4,0,PCIe NVMe,0,0,8小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,1,背光键盘,1,0,0,1,0,"游戏本,影音娱乐本,IPS硬屏笔记本,",http://detail.zol.com.cn/1268/1267876/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0B/05/ChMlWly_1w-ILbtdAAE25VZyjtkAAJnHgAm_2sAATb9905.jpg
131,131,ThinkPad,ThinkPad P14s,2020,7,Intel 酷睿i7 10510U,8,512GB,0,NVIDIA Quadro P520,2,8989,SSD固态硬盘>,1.5Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1325/1324738/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/09/0C/ChMlWl7LNeKIAU3BAAFMxijHE0sAAPcOgP-GkEAAUze334.jpg
132,132,MECHREVO,机械革命S2 Air R7,2020,7,AMD Ryzen 7 4800H,16,512GB,0,No description,0,4799,SSD固态硬盘>,1.13Kg,light,视具体使用环境而定长续航笔记本>,0,0,TRUE,0,NO SPECIAL,0,1,1,0,0,"商务办公本,轻薄笔记本,",http://detail.zol.com.cn/1327/1326572/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0F/05/ChMlWV7Z3QmIJJS-AACLBlpeZgsAAPyYAGRmRUAAIse823.jpg
133,133,DELL,戴尔Vostro 15 VOSTRO,2020,7,Intel 酷睿i7 1065G7,8,512GB,0,NVIDIA GeForce MX 330,2,6299,SSD固态硬盘>,1.64Kg,medium,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,防渗漏键盘>，背光键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1335/1334544/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/09/03/ChMkKV8qgyCIdPadAAE5_LxE5-sAAAk3wA56MgAAToU788.jpg
134,134,MECHREVO,机械革命CODE 01 R5,2020,5,AMD Ryzen 5 4600H,8,512GB,0,AMD Radeon Graphics,0,4299,SSD固态硬盘>,1.47Kg,medium,12小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,1,背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1326/1325840/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0D/0A/ChMlWl7UvbaIdtzdAAFYpq4hYfUAAPrwwG3XVwAAVi-619.jpg
135,135,Honor,荣耀MagicBook 15 2020,2020,5,AMD Ryzen 5 4500U,16,512GB,0,No description,0,4199,SSD固态硬盘>,1.53Kg,medium,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,全尺寸键盘>，巧克力键盘>，孤岛式键盘>，背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1333/1332112/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/02/0B/ChMlWl8QFxKIHwPmAADxgiNZGsQAAP_6wJbEgQAAPGa933.jpg
136,136,Thunderobot,雷神911MT暗杀星 i7,2019,7,Intel 酷睿i7 9750H,8,512GB,0,NVIDIA GeForce GTX 1650,4,0,SSD固态硬盘>,2.5Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,多彩背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1270/1269042/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0A/09/ChMlWVy9LQCIVtUvAAFkOnbFCQcAAJkNgNjOK0AAWRS878.jpg
137,137,ASUS,华硕VivoBook14s i7,2020,7,Intel 酷睿i7 10510U,8,512GB,0,NVIDIA Geforce MX250,2,5499,32GB傲腾增强型SSD固态硬盘,1.5Kg,medium,2-5小时，视具体使用环境而定长续航笔记本>,short,0,TRUE,1,背光键盘,1,1,1,0,0,"商务办公本,影音娱乐本,轻薄笔记本,",http://detail.zol.com.cn/1307/1306562/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/05/0E/ChMkJ14DJj2IVxq0AAFmyqBq54MAAv8vgAYPtgAAWbi786.jpg
138,138,Lenovo,联想扬天V14 i5,2019,5,Intel 酷睿i5 8265U,4,1T,0,NVIDIA GeForce MX110,2,3799,5400转>,1.9Kg,heavy,2-5小时，视具体使用环境而定长续航笔记本>,short,0,TRUE,0,巧克力键盘>,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1305/1304988/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/03/00/ChMkJl327VeIWaRBAAEO16KZc5EAAvxXQOzKH0AAQ7v990.jpg
139,139,apple,苹果Macbook Pro 15英寸,2019,7,Intel 酷睿i7 9750H,16,256GB,0,AMD Radeon Pro 555X,4,15338,SSD固态硬盘>,1.83Kg,heavy,"10小时的无线网络浏览
10小时的iTunes影片播放
30天的待机时间长续航笔记本>",long,15.4,TRUE,1,全尺寸背光键盘,0,1,1,0,1,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1277/1276472/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0C/04/ChMlWV1bacuIGe8eAADzOMQlQkUAAMqfAG-9UkAAPNQ142.jpg
140,140,Redmi,红米Redmi Book 16,2020,7,Intel 酷睿i7 1065G7,16,512GB,0,NVIDIA Geforce MX350,2,5499,SSD固态硬盘>,1.8Kg,heavy,视具体使用环境而定长续航笔记本>,0,16.1,FALSE,0,全尺寸键盘>,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1331/1330810/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g1/M03/04/0A/ChMljV8FMUiIAM2cAACI-TSoxbwAAQVFgF96AQAAIkR892.jpg
141,141,HUAWEI,华为HUAWEI MateBook E,2019,0,高通骁龙850,0,256GB,0,Qualcomm Adreno 630,0,0,UFS,698g,light,10小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,二合一皮套键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1268/1267313/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/07/0A/ChMlWVyvDcmIGDXUAAErgpHgJzgAAJYjQHIO4QAASua694.jpg
142,142,DELL,戴尔Inspiron 灵越 13,2019,3,Intel 酷睿i3 10110U,4,128GB,0,Intel GMA UHD 620,0,3799,M.2 PCIe NVMe 固态硬盘,1.18Kg,light,视具体使用环境而定长续航笔记本>,0,13.3,TRUE,0,全尺寸防泼溅键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1297/1296064/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g4/M09/0E/02/ChMlzF2haYyIYCcPAAE6xONRBMsAAYG3gAauJsAATrc417.jpg
143,143,ThinkPad,ThinkPad L490,2019,5,Intel 酷睿i5 8265U,4,500GB,0,Intel UHD620,0,5156,0,1.68Kg,medium,2-5小时长续航笔记本>,short,0,TRUE,0,全尺寸键盘>，防泼溅键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1288/1287868/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/09/0E/ChMlWl1Q3BCIVEFvAACj9pqEhm4AAMg1wDDdqQAAKQO691.jpg
144,144,hp,惠普星15 青春版,2019,5,Intel 酷睿i5 8265U,8,128GB+1T,0,NVIDIA Geforce MX130,2,5599,混合硬盘（SSD+5400转HDD）>,1.74Kg,medium,10小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,0,带数字小键盘的全尺寸岛式自然银键盘,1,1,0,0,0,"轻薄笔记本,影音娱乐本,",http://detail.zol.com.cn/1268/1267050/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/07/04/ChMlWlytxH2IL28SAAFV3yxrUgoAAJXAwJlPv4AAVX3814.jpg
145,145,hp,惠普星15 青春版,2019,5,Intel 酷睿i5 8265U,8,128GB+1T,0,NVIDIA Geforce MX130,2,5599,混合硬盘（SSD+5400转HDD）>,1.74Kg,medium,10小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,0,带数字小键盘的全尺寸岛式自然银键盘,1,1,0,0,0,"轻薄笔记本,影音娱乐本,",http://detail.zol.com.cn/1268/1267050/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/07/04/ChMlWlytxH2IL28SAAFV3yxrUgoAAJXAwJlPv4AAVX3814.jpg
146,146,microsoft,微软Surface Pro X,2020,0,骁龙 8cx微软定制版,8,256GB,0,Microsoft SQ1 Adreno 685 GPU,0,9988,SSD固态硬盘>,774g,light,10.5小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,可拆卸键盘>,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1296/1295293/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g4/M09/0C/04/ChMlzF2WrX6IYNVLAAB7tz3w-1UAAX_ggNn_1MAAHvP839.jpg
147,147,Lenovo,联想IdeaPad 340C-15 i5,2019,5,Intel 酷睿i5 8265U,4,256GB,0,NVIDIA Geforce MX110,2,4566,SSD固态硬盘>,1.85Kg,heavy,5.5小时左右，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,0,全尺寸键盘>,1,0,1,0,0,"商务办公本,影音娱乐本,",http://detail.zol.com.cn/1258/1257960/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0E/0A/ChMlWl6qq2CIRzxvAADy7s73CNQAAOvzQBoUXQAAPMG852.jpg
148,148,Lenovo,联想小新Air 15 2019,2019,5,Intel 酷睿i5 8265U,8,1T,0,NVIDIA Geforce MX250,2,5299,SSD固态硬盘>,1.76Kg,medium,19小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,0,全尺寸键盘>,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1277/1276563/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/05/ChMlWVzrpxWIa71tAAFhCWYDXUYAAKPDQLFK9QAAWEh962.jpg
149,149,hp,惠普战X 13 锐龙版,2020,5,AMD Ryzen 5 PRO 4650U,16,512GB,0,No description,0,4699,SSD固态硬盘>,1.26Kg,medium,视具体使用环境而定长续航笔记本>,0,13.3,TRUE,1,背光键盘，全尺寸键盘>，防泼溅键盘（可编程按键）,0,1,1,0,0,"商务办公本,轻薄笔记本,",http://detail.zol.com.cn/1337/1336637/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/04/07/ChMkKV8_gCuIWVhXAAF47V0guzUAABRvALrffAAAXkF941.jpg
150,150,Hasee,神舟战神TX6 i5,2020,5,Intel 酷睿i5 10400,8,512GB,0,NVIDIA GeForce GTX 1650,4,5699,SSD固态硬盘>,0,0,2-5小时，视具体使用环境而定长续航笔记本>,short,16.1,TRUE,1,全尺寸背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1327/1326056/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0D/0C/ChMlWV7WErqICEGXAAFBOv78GeQAAPsHgFjgEMAAUFS467.jpg
151,151,Hasee,神舟战神TX6 i5,2020,5,Intel 酷睿i5 10400,8,512GB,0,NVIDIA GeForce GTX 1650,4,5699,SSD固态硬盘>,0,0,2-5小时，视具体使用环境而定长续航笔记本>,short,16.1,TRUE,1,全尺寸背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1327/1326056/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0D/0C/ChMlWV7WErqICEGXAAFBOv78GeQAAPsHgFjgEMAAUFS467.jpg
152,152,hp,惠普战66 Pro 15,2020,5,Intel 酷睿i5 10210U,8,512GB,0,NVIDIA Geforce MX250,2,4599,SSD固态硬盘>,2Kg,0,8小时左右，视具体使用环境而定长续航笔记本>,long,15.6,TRUE,1,防泼溅键盘，背光键盘,0,1,1,0,0,"商务办公本,轻薄笔记本,",http://detail.zol.com.cn/1310/1309082/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0B/0E/ChMkJ14cP6KIQc1BAAE4n9En-wUAAwUxwLPPOEAATi3118.jpg
153,153,ROG,ROG 魔霸新锐 i7,2020,7,Intel 酷睿i7 10875H,16,512GB,RTX2060,NVIDIA GeForce RTX 2060,6,8999,SSD固态硬盘>,2.4Kg,heavy,2-5小时，视具体使用环境而定长续航笔记本>,short,15.6,FALSE,1,巧克力背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1333/1332987/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/00/0D/ChMkKV8Zl-OIcIDCAAFZbJ7X8s8AAADWwCuXDIAAVmE663.jpg
154,154,MACHENIKE,机械师F117-X i7,2020,7,Intel 酷睿i7 10875H,16,1T,RTX2070,NVIDIA GeForce RTX 2070,8,9999,PCI-E 固态硬盘,2.3Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘（RGB四区背光），全尺寸键盘>,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1335/1334085/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/06/0E/ChMkKV8nejCIHeddAAEX3mUDkoQAAAbiwHDElkAARf2423.jpg
155,155,hp,惠普暗影精灵4 Pro 15-DC1004TX,2019,7,Intel 酷睿i7 8750H,16,512GB+1TB,RTX2070,NVIDIA GeForce RTX 2070 Max-Q,8,0,混合硬盘（SSD+HDD）>,0,0,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,4区RGB背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1250/1249820/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/05/04/ChMkJlxJMkaIReVWAADPX-0JclcAAujRwK7V48AAM93202.jpg
156,156,MACHENIKE,机械师逐空T58-V i5,2020,5,Intel 酷睿i5 10300H,8,512GB,0,NVIDIA GeForce GTX 1650 Ti,4,5299,SSD固态硬盘>,2.2Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘（多彩）,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1319/1318111/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/04/ChMlWl6NmG6IbEvFAAELWPB0CEcAAOKTgDwRcQAAQtw981.jpg
157,157,MACHENIKE,机械师逐空T58-V i5,2020,5,Intel 酷睿i5 10300H,8,512GB,0,NVIDIA GeForce GTX 1650 Ti,4,5299,SSD固态硬盘>,2.2Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘（多彩）,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1319/1318111/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/04/ChMlWl6NmG6IbEvFAAELWPB0CEcAAOKTgDwRcQAAQtw981.jpg
158,158,ASUS,华硕ARTONE i7,2019,7,Intel 酷睿i7 10510U,16,1T,0,NVIDIA Geforce MX250,2,15999,SSD固态硬盘>,1.3Kg,medium,0,short,13.3,TRUE,0,NO SPECIAL,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1296/1295473/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g4/M07/0D/06/ChMly12cTuWIP0o_AAEoMmdseEoAAYEGAEUDCYAAShK642.jpg
159,159,ASUS,华硕FL8700F i7,2019,7,Intel 酷睿i7 8565U,4,256GB,0,NVIDIA Geforce MX230,2,4599,SSD固态硬盘>,0,0,5-8小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,0,无缝背装式分岛键盘,1,0,0,1,0,"影音娱乐本,游戏本,",http://detail.zol.com.cn/1293/1292019/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0E/0A/ChMlWl6qo_uIH2_0AADsEBw7CqoAAOvvgCfDz8AAOwo723.jpg
160,160,ASUS,华硕VivoBook14 i5,2019,5,Intel 酷睿i5 8265U,8,512GB,0,NVIDIA Geforce MX250,2,5999,SSD固态硬盘>,1.4Kg,medium,2-5小时，视具体使用环境而定长续航笔记本>,short,0,TRUE,0,全尺寸键盘>,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1292/1291982/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g4/M09/06/03/ChMlzF13ByiISnfSAAFesDXB8K4AAXnUgBNzhMAAV7I412.jpg
161,161,MECHREVO,机械革命S2 i5,2020,5,Intel 酷睿i5 10210U,8,512GB,0,NVIDIA GeForce MX350,2,4199,SSD固态硬盘>,1.5Kg,medium,8小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,1,背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1315/1314360/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0E/0A/ChMlWV6qotaIe8OWAAF2gkPOYPEAAOvvALayWkAAXaa992.jpg
162,162,ThinkPad,ThinkPad E495,2019,5,AMD Ryzen 5 3500U,8,256GB,0,AMD Radeon Vega 8 Graphics,0,3399,SSD固态硬盘>,1.78Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,0,全尺寸键盘>,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1276/1275034/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/02/05/ChMlWlziZF-IVGuKAACqcchO5hsAAKDGwL8DJEAAKqJ107.jpg
163,163,MECHREVO,机械革命蛟龙 R7,2020,7,AMD Ryzen 7 4800H,16,512GB,0,NVIDIA GeForce GTX 1650,4,5799,SSD固态硬盘>,1.96Kg,heavy,2-5小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,RGB背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1333/1332193/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/02/0E/ChMlWl8RHGSISM1bAAEl_CLSgKQAAQAgQBoJcQAASYU095.jpg
164,164,Honor,荣耀MagicBook 2019 R5,2019,5,AMD Ryzen 5 3500U,8,256GB,0,AMD Radeon Vega 8 Graphics,0,3388,PCLe NVMe SSD,1.45Kg,medium,10小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,1,孤岛式巧克力键盘，全尺寸键盘>，支持背光,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1267/1266783/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/07/01/ChMlWlytRxqIa6vzAAEYqGtgUiIAAJWTwGcohcAARjA504.jpg
165,165,HUAWEI,华为HUAWEI MateBook D,2019,5,AMD Ryzen 5 3500U,8,256GB+1T,0,AMD Radeon Vega 8 Graphics,0,0,混合硬盘（SSD+HDD）>,1.62Kg,medium,9.5小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,孤岛式巧克力全尺寸键盘,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1302/1301740/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0D/04/ChMkJ13bqHyIPSFnAAECjk2L-ZgAAvaWAPJBr0AAQKm000.jpg
166,166,Honor,荣耀MagicBook 14 SE,2020,5,AMD Ryzen 5 3500U,8,256GB,0,AMD Radeon Vega 8 Graphics,0,0,PCle SSD固态硬盘,1.38Kg,medium,10小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,全尺寸键盘>,0,1,1,0,0,"商务办公本,轻薄笔记本,校园学生本,",http://detail.zol.com.cn/1335/1334988/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/0F/03/ChMkKV80mx2IfHbwAAFRSRz0Zd0AAA8uwCYC9oAAVFh245.jpg
167,167,ASUS,华硕VivoBook14 2020 i5,2020,5,Intel 酷睿i5 10210U,8,512GB,0,NVIDIA GeForce MX330,2,4399,SSD固态硬盘>,1.4Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,0,全尺寸键盘>,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1320/1319330/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/08/07/ChMlWV6Xx9uIPm1TAAF_6da-T-wAAOXFAPl24kAAYAB001.jpg
168,168,hp,惠普战66 AMD版 14,2019,5,AMD Ryzen 5 2500U,8,256GB,0,AMD Radeon HD（集成于处理器）>,0,0,Turbo PCIe SSD固态硬盘,1.6Kg,medium,13小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,全尺寸防泼溅巧克力键盘,0,1,1,0,0,"商务办公本,轻薄笔记本,",http://detail.zol.com.cn/1267/1266735/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/06/0E/ChMlWVysYD2ISy_IAAEHR7akhQEAAJVcwL6wtoAAQdf232.jpg
169,169,ASUS,华硕E406MA 4GB/128GB,2019,0,Intel 赛扬四核,0,128GB,0,Intel GMA HD（集成于处理器）>,0,2899,eMMC硬盘,1.3Kg,medium,12小时左右，视具体使用环境而定长续航笔记本>,long,0,TRUE,0,分岛式键盘>,0,1,0,0,0,"轻薄笔记本,校园学生本,",http://detail.zol.com.cn/1278/1277768/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/07/06/ChMlWVzw0POIY6Q4AAEC7_Inw08AAKXYgCi37AAAQMH276.jpg
170,170,DELL,戴尔Latitude 3400,2019,7,Intel 酷睿i7 8565U,8,256GB,0,NVIDIA GeForce MX130,2,6199,PCIe NVMe Class 35固态硬盘,1.67Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,0,NO SPECIAL,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1272/1271003/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0D/01/ChMlWVzGkI2IM-AXAABbsmXsTcEAAJuPgNNv74AAFvK949.jpg
171,171,xuanlong,炫龙M7-E6S3 R5,2020,5,AMD Ryzen 5 3600,16,512GB,RTX2070,NVIDIA GeForce RTX 2070,8,8599,SSD固态硬盘>,2.1Kg,heavy,2-3小时，视具体使用环境而定长续航笔记本>,short,15.6,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1323/1322065/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/01/05/ChMlWl6z3U6IDK4dAACI0VsYLDEAAO6lgP8L-IAAIjp401.jpg
172,172,HUAWEI,华为HUAWEI MateBook B3-510,2020,5,Intel 酷睿i5 10210U,8,256GB,0,Intel UHD Graphics 620,0,0,SSD固态硬盘>,1.38Kg,medium,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全尺寸键盘>,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1333/1332892/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g6/M00/00/08/ChMkKV8ZJQuIbctVAADQk-u0sJAAAACHwH6vqkAANCr402.jpg
173,173,Honor,荣耀MagicBook 14 2020新款,2020,5,AMD Ryzen 5 4500U,16,512GB,0,No description,0,3999,SSD固态硬盘>,1.38Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,全尺寸键盘>，巧克力键盘>，孤岛式键盘>，背光键盘,0,1,0,0,0,"轻薄笔记本,",http://detail.zol.com.cn/1333/1332100/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g5/M00/0F/0E/ChMkJl8QEmGIXBzQAAEgv44qsWMAAw56QItGAQAASDX233.jpg
174,174,ThinkPad,ThinkPad E595,2019,5,AMD Ryzen 5 3500U,8,256GB,0,AMD Radeon Vega 8 Graphics,0,4949,SSD固态硬盘>,2.12Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全尺寸键盘>,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1276/1275019/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/02/05/ChMlWlziYNqIJXhJAADfUNCm54IAAKDFwJfGBkAAN9o416.jpg
175,175,DELL,戴尔G7 15游戏本 G7,2020,7,Intel 酷睿i7 10750H,16,1T,0,NVIDIA GeForce GTX 1660 Ti,6,0,SSD固态硬盘>,0,0,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,1,背光键盘,0,0,0,1,0,"游戏本,",http://detail.zol.com.cn/1330/1329198/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g3/M05/0C/0F/ChMlWF7zDwuILWIzAAFHUg2whLMAAVN2gMTOzEAAUdq363.jpg
176,176,DELL,戴尔Latitude 14 5401,2020,0,Intel 酷睿I5 9400,8,512GB,0,No description,2,7829,SSD固态硬盘>,1.53Kg,medium,视具体使用环境而定长续航笔记本>,0,0,TRUE,0,防泼溅键盘,0,0,1,0,0,"商务办公本,",http://detail.zol.com.cn/1315/1314741/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0E/0A/ChMlWl6qoWaIP5wcAAFKK4nUGo0AAOvuwCV5jcAAUpD083.jpg
177,177,ThinkPad,ThinkPad X1 Carbon,2019,5,Intel 酷睿i5 8265U,8,512GB,0,Intel GMA UHD 620,0,0,SSD固态硬盘>,1.09Kg,light,视具体使用环境而定长续航笔记本>,0,0,TRUE,1,背光键盘,0,1,1,0,0,"轻薄笔记本,商务办公本,",http://detail.zol.com.cn/1251/1250688/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/0F/07/ChMlWV0tscWIMXG3AADcorP01DcAAL3JgFJmKoAANy6673.jpg
178,178,Alienware,Alienware M15 2020版,2020,5,Intel 酷睿i5 10300H,8,512GB,0,NVIDIA GeForce GTX 1650 Ti,4,10999,SSD固态硬盘>,2.11Kg,heavy,视具体使用环境而定长续航笔记本>,0,15.6,TRUE,0,全键无冲键盘，AlienFX2.0灯效调节，1680万色自定义单键颜色,1,0,0,1,0,"游戏本,影音娱乐本,",http://detail.zol.com.cn/1324/1323321/param.shtml,https://pro-fd.zol-img.com.cn/t_s300x225c5/g2/M00/05/03/ChMlWV6-Vo6IXk0VAACfba__BR0AAPKCAPMQkcAAJ-F477.jpg
